Area Type,Area,NAICS,NAICS Title,Year,Establishments,Average Employment,Total Wage,Annual Average Salary                                                                                                                                                  
Labor Market Area,New York City Region,54,Professional and Technical Services,2013,28275,351352,$40791435222,$116098
Labor Market Area,New York City Region,541,Professional and Technical Services,2013,28275,351352,$40791435222,$116098
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2013,1463,64984,$12199424946,$187730
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2013,1463,64984,$12199424946,$187730
Labor Market Area,New York City Region,56,Administrative and Waste Services,2013,9937,199001,$10233921661,$51426
Labor Market Area,New York City Region,561,Administrative and Support Services,2013,9605,191939,$9852573133,$51332
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2013,332,7061,$381348528,$54008
Labor Market Area,New York City Region,61,Educational Services,2013,3778,157454,$9062181636,$57554
Labor Market Area,New York City Region,611,Educational Services,2013,3778,157454,$9062181636,$57554
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2013,21786,610891,$29911586341,$48964
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2013,15712,208290,$9724784876,$46689
Labor Market Area,New York City Region,622,Hospitals,2013,76,161959,$12569811187,$77611
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2013,1288,74868,$2920793199,$39013
Labor Market Area,New York City Region,624,Social Assistance,2013,4711,165774,$4696197079,$28329
Labor Market Area,New York City Region,71,"Arts, Entertainment, and Recreation",2013,5263,76073,$4800657464,$63106
Labor Market Area,New York City Region,711,Performing Arts and Spectator Sports,2013,3975,37727,$3440534309,$91196
Labor Market Area,New York City Region,712,"Museums, Parks and Historical Sites",2013,229,12527,$644538166,$51452
Labor Market Area,New York City Region,713,"Amusement, Gambling & Recreation Ind",2013,1060,25819,$715584989,$27715
Labor Market Area,New York City Region,72,Accommodation and Food Services,2013,20394,304597,$9237284724,$30326
Labor Market Area,New York City Region,721,Accommodation,2013,702,47440,$2669890946,$56279
Labor Market Area,New York City Region,722,Food Services and Drinking Places,2013,19692,257156,$6567393778,$25539
Labor Market Area,New York City Region,81,"Other Services, Ex. Public Admin",2013,33691,157255,$6914050828,$43967
Labor Market Area,New York City Region,811,Repair and Maintenance,2013,3354,14236,$466864735,$32795
Labor Market Area,New York City Region,812,Personal and Laundry Services,2013,10772,51825,$1439152948,$27769
Labor Market Area,New York City Region,813,Membership Organizations & Associations,2013,6593,74077,$4417612822,$59635
Labor Market Area,New York City Region,814,Private Households,2013,12972,17117,$590420323,$34493
Labor Market Area,New York City Region,953,Local Government,2013,111,445327,$25173946197,$56529
Labor Market Area,New York City Region,99,Unclassified,2013,14963,12223,$516468538,$42254
Labor Market Area,New York City Region,0,"Total, All Industries",2013,249598,3839784,$308946902141,$80459
Labor Market Area,New York City Region,1,"Total, All Private",2013,248966,3307673,$277434351872,$83876
Labor Market Area,New York City Region,95,"Total, All Government",2013,632,532111,$31512550269,$59222
Labor Market Area,New York City Region,951,Federal Government,2013,389,49671,$3917242144,$78864
Labor Market Area,New York City Region,952,State Government,2013,132,37113,$2421361928,$65243
Labor Market Area,New York City Region,11,"Agriculture, Forestry, Fishing & Hunting",2012,48,240,$11819370,$49247
Labor Market Area,New York City Region,111,Crop Production,2012,20,79,$1948394,$24663
Labor Market Area,New York City Region,112,Animal Production,2012,13,69,$2352537,$34095
Labor Market Area,New York City Region,115,Agriculture & Forestry Support Activity,2012,14,93,$7518439,$80843
Labor Market Area,New York City Region,21,Mining,2012,7,39,$6820268,$174879
Labor Market Area,New York City Region,212,Mining (except Oil and Gas),2012,3,28,$4367128,$155969
Labor Market Area,New York City Region,23,Construction,2012,12153,111666,$8018392195,$71807
Labor Market Area,New York City Region,236,Construction of Buildings,2012,4772,30790,$2158026216,$70089
Labor Market Area,New York City Region,237,Heavy and Civil Engineering Construction,2012,273,8720,$885872714,$101591
Labor Market Area,New York City Region,238,Specialty Trade Contractors,2012,7107,72156,$4974493265,$68941
Labor Market Area,New York City Region,31,Manufacturing,2012,5912,75940,$3943850525,$51934
Labor Market Area,New York City Region,311,Food Manufacturing,2012,1067,15400,$508647570,$33029
Labor Market Area,New York City Region,312,Beverage & Tobacco Product Manufacturing,2012,36,859,$210123520,$244614
Labor Market Area,New York City Region,313,Textile Mills,2012,152,1324,$104553025,$78968
Labor Market Area,New York City Region,314,Textile Product Mills,2012,135,1053,$63862843,$60648
Labor Market Area,New York City Region,315,Apparel Manufacturing,2012,1152,16415,$780040085,$47520
Labor Market Area,New York City Region,316,Leather and Allied Product Manufacturing,2012,65,515,$25925748,$50341
Labor Market Area,New York City Region,321,Wood Product Manufacturing,2012,73,677,$31428800,$46424
Labor Market Area,New York City Region,322,Paper Manufacturing,2012,58,1344,$76282245,$56758
Labor Market Area,New York City Region,323,Printing and Related Support Activities,2012,653,6817,$384216451,$56362
Labor Market Area,New York City Region,324,Petroleum & Coal Products Manufacturing,2012,8,63,$5484474,$87055
Labor Market Area,New York City Region,325,Chemical Manufacturing,2012,119,3333,$294600157,$88389
Labor Market Area,New York City Region,326,Plastics & Rubber Products Manufacturing,2012,72,1594,$65276439,$40951
Labor Market Area,New York City Region,327,Nonmetallic Mineral Product Mfg,2012,119,1548,$85617551,$55308
Labor Market Area,New York City Region,331,Primary Metal Manufacturing,2012,36,311,$22198863,$71379
Labor Market Area,New York City Region,332,Fabricated Metal Product Manufacturing,2012,419,6263,$320510352,$51175
Labor Market Area,New York City Region,333,Machinery Manufacturing,2012,95,1307,$64857206,$49623
Labor Market Area,New York City Region,334,Computer and Electronic Product Mfg,2012,118,2796,$173141244,$61925
Labor Market Area,New York City Region,335,Electrical Equipment and Appliances,2012,64,737,$43554029,$59096
Labor Market Area,New York City Region,336,Transportation Equipment Manufacturing,2012,47,1106,$62082495,$56132
Labor Market Area,New York City Region,337,Furniture and Related Product Mfg,2012,389,3078,$140581756,$45673
Labor Market Area,New York City Region,339,Miscellaneous Manufacturing,2012,1037,9401,$480865672,$51150
Labor Market Area,New York City Region,42,Wholesale Trade,2012,15377,131268,$11574953349,$88178
Labor Market Area,New York City Region,423,"Merchant Wholesalers, Durable Goods",2012,6233,49812,$3986432836,$80030
Labor Market Area,New York City Region,424,"Merchant Wholesalers, Nondurable Goods",2012,6951,69834,$6137943987,$87893
Labor Market Area,New York City Region,425,Electronic Markets and Agents/Brokers,2012,2194,11622,$1450576526,$124813
Labor Market Area,New York City Region,44,Retail Trade,2012,31786,323614,$11827190536,$36547
Labor Market Area,New York City Region,441,Motor Vehicle and Parts Dealers,2012,768,10590,$601193775,$56770
Labor Market Area,New York City Region,442,Furniture and Home Furnishings Stores,2012,1396,9812,$392629305,$40015
Labor Market Area,New York City Region,443,Electronics and Appliance Stores,2012,1684,17701,$854803624,$48291
Labor Market Area,New York City Region,444,Building Material & Garden Supply Stores,2012,1208,13007,$468972836,$36055
Labor Market Area,New York City Region,445,Food and Beverage Stores,2012,9272,73371,$1800532682,$24540
Labor Market Area,New York City Region,446,Health and Personal Care Stores,2012,4280,39857,$1645343634,$41281
Labor Market Area,New York City Region,447,Gasoline Stations,2012,622,3143,$67470332,$21467
Labor Market Area,New York City Region,448,Clothing and Clothing Accessories Stores,2012,5804,74000,$2709206282,$36611
Labor Market Area,New York City Region,451,Sporting Goods/Hobby/Book/Music Stores,2012,1246,11844,$293267979,$24761
Labor Market Area,New York City Region,452,General Merchandise Stores,2012,1323,40216,$1275958107,$31728
Labor Market Area,New York City Region,453,Miscellaneous Store Retailers,2012,3238,19009,$900841346,$47390
Labor Market Area,New York City Region,454,Nonstore Retailers,2012,948,11067,$816970634,$73820
Labor Market Area,New York City Region,48,Transportation and Warehousing,2012,4645,103813,$5194786081,$50040
Labor Market Area,New York City Region,481,Air Transportation,2012,144,28369,$1740103348,$61338
Labor Market Area,New York City Region,483,Water Transportation,2012,47,1655,$149102957,$90092
Labor Market Area,New York City Region,484,Truck Transportation,2012,1128,9559,$411485378,$43047
Labor Market Area,New York City Region,485,Transit and Ground Passenger Transport,2012,1334,28148,$1193942503,$42417
Labor Market Area,New York City Region,487,Scenic and Sightseeing Transportation,2012,72,1646,$52413283,$31843
Labor Market Area,New York City Region,488,Support Activities for Transportation,2012,1110,14886,$808165085,$54290
Labor Market Area,New York City Region,491,Postal Service,2012,4,15,$410317,$27354
Labor Market Area,New York City Region,492,Couriers and Messengers,2012,655,15756,$694193687,$44059
Labor Market Area,New York City Region,493,Warehousing and Storage,2012,150,3765,$143512798,$38118
Labor Market Area,New York City Region,51,Information,2012,5696,161448,$18741170380,$116082
Labor Market Area,New York City Region,511,Publishing Industries,2012,1119,45034,$5277770583,$117195
Labor Market Area,New York City Region,512,Motion Picture & Sound Recording Ind,2012,2410,38887,$3913982671,$100650
Labor Market Area,New York City Region,515,Broadcasting (except Internet),2012,238,28289,$4009020049,$141717
Labor Market Area,New York City Region,517,Telecommunications,2012,753,21504,$2133633217,$99220
Labor Market Area,New York City Region,518,"ISPs, Search Portals, & Data Processing",2012,339,5229,$646391430,$123617
Labor Market Area,New York City Region,519,Other Information Services,2012,838,22506,$2760372430,$122651
Labor Market Area,New York City Region,52,Finance and Insurance,2012,11992,313361,$83559822506,$266657
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2012,3662,88808,$14984819236,$168733
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2012,5628,164410,$59306361032,$360722
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2012,2461,51060,$7577869444,$148411
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2012,240,6360,$1295458494,$203688
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2012,20443,116951,$7813846364,$66813
Labor Market Area,New York City Region,531,Real Estate,2012,19539,107790,$7177316756,$66586
Labor Market Area,New York City Region,532,Rental and Leasing Services,2012,761,7169,$379004473,$52867
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2012,142,1992,$257525135,$129280
Labor Market Area,New York City Region,54,Professional and Technical Services,2012,27229,339530,$39100509476,$115161
Labor Market Area,New York City Region,541,Professional and Technical Services,2012,27229,339530,$39100509476,$115161
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2012,1413,63068,$12113809305,$192075
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2012,1413,63068,$12113809305,$192075
Labor Market Area,New York City Region,56,Administrative and Waste Services,2012,9773,191272,$9836589569,$51427
Labor Market Area,New York City Region,561,Administrative and Support Services,2012,9447,184342,$9470040550,$51372
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2012,326,6930,$366549019,$52893
Labor Market Area,New York City Region,61,Educational Services,2012,3615,153697,$8590372996,$55892
Labor Market Area,New York City Region,611,Educational Services,2012,3615,153697,$8590372996,$55892
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2012,21455,592472,$28542115620,$48175
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2012,15605,192801,$9030790274,$46840
Labor Market Area,New York City Region,622,Hospitals,2012,74,158327,$11980560786,$75670
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2012,1271,74122,$2885027056,$38923
